review,sentiment,tfidf_vector
"['movie', 'frustrate', 'everything', 'seem', 'energetic', 'totally', 'prepare', 'good', 'time', 'least', 'think', 'id', 'able', 'stand', 'wrong', 'first', 'weird', 'loop', 'like', 'watch', 'americas', 'funniest', 'home', 'videos', 'damn', 'parent', 'hat', 'much', 'stereotypical', 'latino', 'family', 'need', 'speak', 'person', 'responsible', 'need', 'talk', 'little', 'girl', 'always', 'hang', 'someone', 'hat', 'mention', 'final', 'scene', 'transcend', 'must', 'say', 'gloriously', 'bad', 'full', 'badness', 'movie', 'crappy', 'dance', 'horrible', 'beautiful']",negative,[0. 0. 0. ... 0. 0. 0.]
"['war', 'movie', 'hollywood', 'genre', 'do', 'redo', 'many', 'time', 'clichéd', 'dialogue', 'rehash', 'plot', 'overthetop', 'action', 'sequence', 'seem', 'unavoidable', 'conflict', 'deal', 'largescale', 'combat', 'however', 'war', 'movie', 'come', 'along', 'go', 'grain', 'bring', 'truly', 'original', 'compel', 'story', 'life', 'silver', 'screen', 'civil', 'warera', 'cold', 'mountain', 'star', 'jude', 'law', 'nicole', 'kidman', 'renée', 'zellweger', 'filmbr', 'call', 'cold', 'mountain', 'war', 'movie', 'entirely', 'accurate', 'true', 'enough', 'film', 'open', 'quite', 'literally', 'quickanddirty', 'battle', 'sequence', 'put', 'glory', 'director', 'edward', 'zwick', 'shame', 'however', 'cold', 'mountain', 'much', 'civil', 'war', 'period', 'people', 'time', 'story', 'center', 'around', 'disgruntle', 'confederate', 'soldier', 'inman', 'play', 'jude', 'law', 'become', 'disgust', 'gruesome', 'war', 'homesick', 'beautiful', 'hamlet', 'cold', 'mountain', 'north', 'carolina', 'equally', 'beautiful', 'southern', 'belle', 'leave', 'behind', 'ada', 'monroe', 'play', 'nicole', 'kidman', 'first', 'glance', 'setup', 'appear', 'formulaic', 'romantic', 'interest', 'back', 'home', 'give', 'audience', 'enough', 'sympathy', 'root', 'reluctant', 'soldier', 'tribulations', 'battlefield', 'indeed', 'earlier', 'segment', 'film', 'relatively', 'unimpressive', 'even', 'somewhat', 'contrivedbr', 'cold', 'mountain', 'soon', 'take', 'drastic', 'turn', 'though', 'intrepid', 'hero', 'inman', 'turn', 'deserter', 'incidentally', 'save', 'audience', 'potentially', 'confuse', 'scenario', 'want', 'root', 'confederate', 'begin', 'long', 'odyssey', 'homeward', 'meanwhile', 'back', 'farm', 'adas', 'culture', 'ways', 'prove', 'little', 'use', 'field', 'soon', 'transform', 'something', 'wilderbeast', 'come', 'adas', 'rescue', 'course', 'toughasnails', 'ruby', 'thewes', 'play', 'renée', 'zellweger', 'help', 'ada', 'put', 'farm', 'back', 'together', 'perhaps', 'importantly', 'cope', 'loneliness', 'isolation', 'war', 'seem', 'bring', 'upon', 'adabr', 'within', 'two', 'settings', 'vivid', 'compel', 'time', 'disturb', 'portrait', 'wartorn', 'south', 'unfold', 'character', 'inman', 'ada', 'interact', 'surprisingly', 'complex', 'enhance', 'wonderful', 'performances', 'brendan', 'gleeson', 'rubys', 'deadbeat', 'father', 'ray', 'winstone', 'unrepentant', 'southern', 'lawman', 'natalie', 'portman', 'deeply', 'trouble', 'isolate', 'young', 'mother', 'greatly', 'affect', 'change', 'war', 'northern', 'aggression', 'mostly', 'worse', 'dark', 'pervade', 'antiwar', 'message', 'accent', 'effective', 'haunt', 'score', 'chillingly', 'beautiful', 'shots', 'virginia', 'north', 'carolina', 'communicate', 'audience', 'much', 'gruesome', 'battle', 'scenes', 'scar', 'land', 'traumatize', 'people', 'war', 'fight', 'though', 'weapons', 'tactics', 'war', 'change', 'much', 'past', 'century', 'hellish', 'effect', 'land', 'timelessly', 'relevantbr', 'director', 'anthony', 'minghella', 'manage', 'maintain', 'gloomy', 'mood', 'film', 'atmosphere', 'unfortunately', 'denigrate', 'rather', 'tepid', 'climax', 'little', 'justice', 'wonderfully', 'form', 'character', 'love', 'story', 'inman', 'ada', 'awkwardly', 'tack', 'onto', 'begin', 'end', 'film', 'though', 'inherently', 'distant', 'abstract', 'even', 'absurd', 'nature', 'relationship', 'way', 'fit', 'dismal', 'nature', 'rest', 'plotbr', 'make', 'mistake', 'cold', 'mountain', 'neither', 'traits', 'feelgood', 'romance', 'inspire', 'war', 'drama', 'unique', 'vision', 'era', 'sure', 'entertain', 'also', 'truly', 'absorb', 'audience', 'live', 'people', 'tear', 'apart', 'war', 'entirely', 'desperate', 'rid', 'terrible', 'repercussions', 'altogether']",positive,[0. 0. 0. ... 0. 0. 0.]
"['taut', 'organically', 'grip', 'edward', 'dmytryks', 'crossfire', 'distinctive', 'suspense', 'thriller', 'unlikely', 'message', 'movie', 'use', 'look', 'devices', 'noir', 'cyclebr', 'bivouac', 'washington', 'dc', 'company', 'soldier', 'cope', 'restlessness', 'hang', 'bar', 'three', 'end', 'strangers', 'apartment', 'robert', 'ryan', 'drink', 'belligerent', 'beat', 'host', 'sam', 'levene', 'death', 'happen', 'jewish', 'police', 'detective', 'robert', 'young', 'investigate', 'help', 'robert', 'mitchum', 'whos', 'assign', 'ryans', 'outfit', 'suspicion', 'fall', 'second', 'three', 'george', 'cooper', 'vanish', 'ryan', 'slay', 'third', 'buddy', 'steve', 'brodie', 'insure', 'silence', 'young', 'close', 'inbr', 'abet', 'superior', 'script', 'john', 'paxton', 'dmytryk', 'draw', 'precise', 'performances', 'three', 'star', 'bob', 'ryan', 'naturally', 'prototypical', 'angry', 'white', 'male', 'hilt', 'mitchum', 'underplay', 'characteristic', 'alert', 'nonchalance', 'role', 'however', 'central', 'young', 'may', 'never', 'better', 'gloria', 'grahame', 'give', 'first', 'fullyfledged', 'rendition', 'smartmouthed', 'vulnerable', 'tramp', 'sad', 'sack', 'whos', 'leech', 'life', 'paul', 'kelly', 'haunt', 'us', 'small', 'peripheral', 'role', 'make', 'memorablebr', 'politically', 'engage', 'dmytryk', 'perhaps', 'inevitably', 'succumb', 'sermonize', 'pretty', 'much', 'confine', 'youngs', 'reminiscence', 'irish', 'grandfather', 'die', 'hand', 'bigots', 'century', 'earlier', 'thus', 'incidentally', 'stretch', 'chronology', 'limit', 'least', 'theres', 'attempt', 'render', 'explanation', 'however', 'glib', 'ryan', 'hat', 'jews', 'hillbillies', 'andbr', 'curiously', 'crossfire', 'survive', 'even', 'major', 'change', 'work', 'upon', 'novel', 'base', 'richard', 'brook', 'brick', 'foxhole', 'deal', 'gaybashing', 'murder', 'homosexuality', '1947', 'still', 'beyond', 'pale', 'news', 'holocaust', 'however', 'begin', 'emerge', 'ash', 'europe', 'hollywood', 'felt', 'embolden', 'register', 'protest', 'antisemitism', 'studios', 'always', 'quake', 'prospect', 'offend', 'potential', 'ticket', 'buyerbr', 'change', 'homophobia', 'antisemitism', 'work', 'general', 'specifics', 'dont', 'fit', 'smoothly', 'victims', 'chat', 'lonesome', 'drink', 'young', 'soldier', 'invite', 'back', 'home', 'look', 'odd', 'even', 'though', 'especially', 'since', 'theres', 'girlfriend', 'tow', 'raise', 'question', 'whether', 'scenario', 'retain', 'inadvertently', 'leave', 'discreet', 'tipoff', 'original', 'engine', 'generate', 'ryans', 'murderous', 'rage']",positive,[0. 0. 0. ... 0. 0. 0.]
"['ardh', 'satya', 'one', 'finest', 'film', 'ever', 'make', 'indian', 'cinema', 'direct', 'great', 'director', 'govind', 'nihalani', 'one', 'successful', 'hard', 'hit', 'parallel', 'cinema', 'also', 'turn', 'commercial', 'success', 'even', 'today', 'ardh', 'satya', 'inspiration', 'lead', 'directors', 'indiabr', 'film', 'tell', 'reallife', 'scenario', 'mumbai', 'police', '70s', 'unlike', 'police', 'cities', 'india', 'mumbai', 'police', 'encompass', 'different', 'system', 'altogether', 'govind', 'nihalani', 'create', 'practical', 'outlay', 'real', 'life', 'approach', 'mumbai', 'police', 'environmentbr', 'amongst', 'various', 'police', 'officer', 'colleagues', 'film', 'describe', 'story', 'anand', 'velankar', 'young', 'hotblooded', 'cop', 'come', 'poor', 'family', 'father', 'harsh', 'police', 'constable', 'anand', 'suffer', 'father', 'ideologies', 'incidences', 'father', 'atrocities', 'mother', 'anands', 'approach', 'towards', 'immediate', 'action', 'crime', 'inert', 'crave', 'job', 'satisfaction', 'film', 'revolve', 'plot', 'wherein', 'anands', 'constant', 'efforts', 'crime', 'trample', 'seniorsthis', 'lead', 'frustrations', 'can', 'not', 'achieve', 'desire', 'jobsatisfaction', 'result', 'frustrations', 'anger', 'express', 'excessive', 'violence', 'remand', 'room', 'bar', 'also', 'turn', 'alcoholicbr', 'spirit', 'within', 'still', 'alive', 'constantly', 'fight', 'system', 'aware', 'system', 'metro', 'police', 'politicians', 'inertly', 'associate', 'far', 'end', 'compromise', 'towards', 'unethical', 'practice', 'negative', 'finally', 'get', 'suspendedbr', 'direction', 'master', 'piece', 'thoroughly', 'hard', 'core', 'one', 'best', 'memorable', 'scenes', 'anand', 'break', 'underworld', 'gangster', 'rama', 'shettys', 'house', 'arrest', 'follow', 'short', 'conversation', 'fantastic', 'many', 'scenes', 'film', 'hairraising', 'momentsbr', 'practical', 'approach', 'script', 'major', 'punch', 'alcoholism', 'corruption', 'political', 'influence', 'courage', 'deceptions', 'integral', 'part', 'mumbai', 'police', 'even', 'today', 'aspects', 'deal', 'brilliantlybr', 'finally', 'film', 'belong', 'one', 'man', 'show', 'om', 'puri', 'portray', 'anand', 'velankar', 'traverse', 'emotions', 'absolutely', 'brilliantly']",positive,[0. 0. 0. ... 0. 0. 0.]
"['first', 'exposure', 'templarios', 'good', 'one', 'excite', 'find', 'title', 'among', 'offerings', 'anchor', 'bay', 'video', 'bring', 'us', 'cult', 'classics', 'spider', 'baby', 'print', 'quality', 'excellent', 'alone', 'cant', 'hide', 'fact', 'film', 'deadly', 'dull', 'theres', 'thrill', 'open', 'sequence', 'villagers', 'exact', 'terrible', 'revenge', 'templars', 'set', 'whole', 'thing', 'motion', 'everything', 'else', 'movie', 'slow', 'ponderous', 'ultimately', 'unfulfilling', 'add', 'insult', 'injury', 'movie', 'dub', 'subtitle', 'promise', 'video', 'jacket']",negative,[0. 0. 0. ... 0. 0. 0.]
"['one', 'significant', 'quote', 'entire', 'film', 'pronounce', 'halfway', 'protagonist', 'mafia', 'middleman', 'titta', 'di', 'girolamo', 'physically', 'nondescript', 'middleaged', 'man', 'originally', 'salerno', 'southern', 'italy', 'introduce', 'start', 'film', 'hes', 'live', 'nonlife', 'elegant', 'sterile', 'hotel', 'italianspeaking', 'canton', 'switzerland', 'last', 'ten', 'years', 'conduct', 'business', 'gradually', 'introduce', 'pivotal', 'yet', 'apparently', 'unremarkable', 'scene', 'take', 'place', 'employees', 'swiss', 'bank', 'normally', 'count', 'di', 'girolamos', 'cash', 'tell', '10000', 'dollars', 'miss', 'usual', 'suitcase', 'full', 'tightly', 'stack', 'banknotes', 'news', 'quietly', 'icily', 'threaten', 'coax', 'bank', 'manager', 'want', 'close', 'account', 'meanwhile', 'tell', 'us', 'spectators', 'bluff', 'bluff', 'right', 'end', 'without', 'fear', 'catch', 'appear', 'ridiculous', 'say', 'cant', 'bluff', 'halfway', 'tell', 'truth', 'eventually', 'do', 'bluff', 'halfway', 'tell', 'truth', 'accept', 'consequences', 'life', 'ultimately', 'love', 'exactly', 'reason', 'behind', 'begin', 'titta', 'di', 'girolamos', 'trouble', 'initially', 'unsympathetic', 'character', 'scowl', 'taciturn', 'curt', 'man', 'verge', '50', 'man', 'wont', 'even', 'reply', 'kind', 'chambermaids', 'waitress', 'say', 'hello', 'goodbye', 'become', 'one', 'point', 'someone', 'spectator', 'care', 'deeply', 'one', 'point', 'nonlife', 'titta', 'decide', 'feel', 'concern', 'appear', 'ridiculous', 'first', 'half', 'film', 'may', 'describe', 'slow', 'indeed', 'reveal', 'di', 'girolamos', 'days', 'nights', 'hotel', 'oddly', 'disjoin', 'deliberate', 'pace', 'reveal', 'seemingly', 'mundane', 'irrelevant', 'detail', 'however', 'scenes', 'may', 'seem', 'unnecessary', 'reveal', 'essential', 'masterfully', 'construct', 'innovative', 'film', 'unfold', 'eye', 'existence', 'titta', 'di', 'girolamo', 'man', 'imagination', 'identity', 'life', 'unsympathetic', 'character', 'unexpectedly', 'end', 'love', 'feel', 'least', 'think', 'would', 'also', 'convey', 'elegantly', 'edit', 'sequence', 'interest', 'use', 'music', 'one', 'theme', 'scottish', 'band', 'board', 'canada', 'especially', 'stand', 'never', 'contrast', 'way', 'hollywood', 'italy', 'treat', 'mobsters', 'odds', 'since', 'release', 'film', 'le', 'conseguenze', 'dellamore', 'limbalsamatore', 'another', 'interest', 'element', 'way', 'film', 'make', 'use', 'protagonists', 'insomnia', 'unlike', 'machinist', 'far', 'explicit', 'way', 'al', 'pacino', 'film', 'insomnia', 'le', 'conseguenze', 'dellamore', 'use', 'condition', 'symbolise', 'deeper', 'emotional', 'malaise', 'thats', 'ram', 'deep', 'obscurity', 'unconscious', 'almost', 'impossible', 'pinpoint', 'cause', 'indeed', 'one', 'young', 'sympathetic', 'hotel', 'waitress', 'sofia', 'play', 'olivia', 'magnani', 'granddaughter', 'legendary', 'anna', 'memory', 'tittas', 'best', 'friend', 'man', 'hasnt', 'see', '20', 'years', 'unexpectedly', 'provide', 'tiny', 'window', 'onto', 'life', 'titta', 'eventually', 'though', 'tentatively', 'first', 'accept', 'look', 'though', 'never', 'explicitly', 'spell', 'spectator', 'know', 'man', 'like', 'titta', 'accept', 'consequences', 'love', 'unimaginable', 'consequences', 'film', 'without', 'single', 'scene', 'sex', 'violence', 'film', 'unfold', 'time', 'concede', 'nothing', 'spectators', 'expectations', 'le', 'conseguenze', 'dellamore', 'fine', 'representative', 'small', 'quiet', 'discreet', 'renaissance', 'take', 'place', 'italian', 'cinema', 'since', 'decline', 'cinecittà', 'second', 'half', '70s', 'world', 'wait', 'italy', 'produce', 'il', 'postinolike', 'fare', 'la', 'vita', 'è', 'bellastyle', 'film', 'neglect', 'explore', 'fine', 'creations', 'like', 'le', 'conseguenze', 'dellamore', 'limbalsamatore', 'others', 'loss', 'world']",positive,[0. 0. 0. ... 0. 0. 0.]
"['watch', 'film', 'really', 'expect', 'much', 'get', 'pack', '5', 'film', 'pretty', 'terrible', 'way', 'fiver', 'could', 'expect', 'know', 'right', 'terrible', 'movie', 'stretch', 'interest', 'point', 'occasional', 'camcorder', 'view', 'nice', 'touch', 'drummer', 'like', 'drummer', 'ie', 'damn', 'annoy', 'well', 'thats', 'actually', 'problem', 'bore', 'assume', 'attempt', 'build', 'tension', 'whole', 'lot', 'nothing', 'happen', 'utterly', 'tedious', 'thumb', 'fast', 'forward', 'button', 'ready', 'press', 'movie', 'give', 'go', 'seriously', 'lead', 'singer', 'band', 'great', 'look', 'coz', 'dont', 'half', 'mention', 'beautiful', 'hell', 'lot', 'think', 'look', 'bite', 'like', 'meercat', 'havent', 'even', 'mention', 'killer', 'im', 'even', 'gon', 'na', 'go', 'worth', 'explain', 'anyway', 'far', 'im', 'concern', 'star', 'london', 'reason', 'watch', 'exception', 'london', 'actually', 'quite', 'funny', 'wasnt', 'act', 'talent', 'ive', 'certainly', 'see', 'lot', 'worse', 'ive', 'also', 'see', 'lot', 'better', 'best', 'avoid', 'unless', 'bore', 'watch', 'paint', 'dry']",negative,[0. 0. 0. ... 0. 0. 0.]
"['buy', 'film', 'blockbuster', '300', 'sound', 'interest', 'bite', 'ranmaesque', 'idea', 'someone', 'drag', 'around', 'skeleton', 'cute', 'girl', 'miniskirt', 'back', 'restrict', 'view', 'sticker', 'think', 'go', 'sweet', 'least', 'sincere', 'come', 'age', 'story', 'weird', 'indie', 'edge', '100', 'wrongbr', 'watch', 'wonder', 'get', 'restrict', 'sticker', 'since', 'hardly', 'foul', 'language', 'little', 'violence', 'closest', 'thing', 'nudity', 'honestly', 'dont', 'usually', 'go', 'around', 'hop', 'girl', 'nightgown', 'see', 'panties', 'see', 'panties', 'lot', 'movie', 'matter', 'shes', 'wear', 'miniskirt', 'sort', 'even', 'antireligious', 'humor', 'tame', 'lame', 'caricature', 'insincere', 'derivative', 'unoriginal', 'worst', 'funny', 'slightestit', 'would', 'better', 'listen', 'ray', 'stevens', 'would', 'jesus', 'wear', 'rolex', 'television', 'show', 'would', 'barely', 'qualify', 'pg13', 'rat', 'blockbuster', 'refuse', 'let', 'anyone', 'age', '17', 'rent', 'thisas', 'pornographic', 'little', 'kid', 'could', 'go', 'rent', 'edit', 'version', 'requiem', 'dream', 'insist', 'zack', 'reba', 'worsebr', 'waybr', 'way', 'worry', 'methe', 'thing', 'leave', 'could', 'offend', 'people', 'idea', 'suicide', 'begin', 'anybody', 'need', 'see', 'movies', 'honestly', 'portray', 'suicides', 'one', 'better', 'ones', 'like', 'virgin', 'suicides', 'teenagers', 'movies', 'rat', 'r', 'purely', 'suicide', 'aspect', 'little', 'chance', 'turn', 'story', 'ive', 'write', 'pg13', 'movie', 'main', 'character', 'eleven', 'half', 'twelve', 'suicide', 'one', 'top', 'three', 'lead', 'cause', 'death', 'teenagers', 'think', 'number', '2', 'chance', 'teens', 'affect', 'itbr', 'say', 'movie', 'though', '210']",negative,[0. 0. 0. ... 0. 0. 0.]
"['plot', 'death', 'little', 'children', 'hopper', 'one', 'investigate', 'killings', 'movie', 'appear', 'trouble', 'daughter', 'end', 'serial', 'killer', 'get', 'catch', 'thats', 'find', 'dunnit', 'see', 'terrible', 'act', 'actors', 'unbelievable', 'bad', 'actors', 'include', 'hopper', 'could', 'go', 'like', 'much', 'waste', 'time', 'dont', 'watch', 'movie', 'ive', 'warn']",negative,[0. 0. 0. ... 0. 0. 0.]
"['ever', 'watch', 'movie', 'lose', 'plot', 'well', 'didnt', 'even', 'really', 'one', 'begin', 'withbr', 'begin', 'achingly', 'tedious', 'scenes', 'heroine', 'sit', 'around', 'house', 'actually', 'sense', 'menace', 'even', 'forebode', 'create', 'even', 'apparently', 'constant', 'thunderstorms', 'strangely', 'never', 'actually', 'hear', 'housegreat', 'double', 'glaze', 'house', 'apparently', 'miles', 'town', 'yet', 'several', 'hours', 'walk', 'away', 'third', 'girl', 'serve', 'purpose', 'plot', 'except', 'provide', 'surprisingly', 'quick', 'gory', 'murder', 'tedium', 'become', 'unbearable', 'even', 'begin', 'suggest', 'spate', '20', 'killings', 'throughout', 'area', 'even', 'though', 'apparent', 'killer', 'never', 'venture', 'far', 'house', 'bizarre', 'ritual', 'salt', 'pepper', 'pretty', 'much', 'sum', 'film', 'inherent', 'lack', 'directionbr', 'add', 'lead', 'actress', 'cant', 'act', 'least', 'will', 'completely', 'irrelevant', 'nude', 'shower', 'scenes', 'video', 'truly', 'nasty', 'way', 'hopebr', 'give', 'follow', 'simply', 'ban', 'uk', '80s', 'mostly', 'final', 'surprisingly', 'extend', 'murder', 'offer', 'nothing', 'curiosity', 'value', 'one', 'classic', 'daft', 'murder', 'dont', 'worryits', 'telegraph', 'least', 'ten', 'minutes', 'beforebr', 'walk', 'woods', 'victim', 'come', 'rather', 'steep', 'upward', 'slope', 'obviously', 'struggle', 'halfway', 'see', 'figure', 'top', 'dress', 'black', 'brandish', 'large', 'scythe', 'slide', 'run', 'like', 'rest', 'us', 'course', 'struggle', 'top', 'stand', 'conveniently', 'nice', 'upright', 'front', 'murder', 'weaponbr', 'really', 'movie', 'say']",negative,[0. 0. 0. ... 0. 0. 0.]
"['okay', 'series', 'kind', 'take', 'route', 'go', 'week', 'week', 'david', 'morses', 'character', 'help', 'ride', 'bite', 'pickle', 'whats', 'wrong', 'david', 'morse', 'one', 'greatest', 'character', 'actors', 'certainly', 'coolest', 'series', 'create', 'david', 'koepp', 'great', 'writer', 'heavenbr', 'due', 'lack', 'love', 'show', 'many', 'cant', 'see', 'go', 'season', 'series', 'never', 'know', 'amount', 'rubbish', 'make', 'beyond', 'baffle', 'let', 'hope', 'something', 'good', 'make', 'past', 'first', 'series']",positive,[0. 0. 0. ... 0. 0. 0.]
"['sit', 'pile', 'dung', 'husband', 'wonder', 'whether', 'actually', 'product', 'experiment', 'see', 'whether', 'computer', 'program', 'could', 'produce', 'movie', 'listless', 'formulaic', 'us', 'propaganda', 'throw', 'face', 'throughout', 'film', 'provesdisappointinglythat', 'work', 'humans', 'call', 'conspiracy', 'theorist', 'quote', 'like', 'steal', 'declaration', 'independence', 'protect', 'seem', 'like', 'ways', 'justify', 'action', 'like', 'invasion', 'iraq', 'etc', 'fact', 'nicholas', 'cage', 'spew', 'line', 'like', 'would', 'never', 'use', 'declaration', 'independence', 'bargain', 'chip', 'straight', 'face', 'make', 'husband', 'wonder', 'whether', 'entire', 'cast', 'take', 'valium', 'shoot', 'scene', 'reason', 'behind', 'plot', 'turn', 'new', 'clue', 'truly', 'ridiculous', 'impossible', 'follow', 'theres', 'also', 'bonus', 'side', 'plot', 'misogyny', 'dr', 'whateverhernamewas', 'chide', 'involve', 'never', 'shut', 'shes', 'clearly', 'movie', 'look', 'felt', 'need', 'slap', 'dr', 'title', 'character', 'give', 'gravity', 'one', 'point', 'cage', 'character', 'say', 'dont', 'ever', 'shut', 'camera', 'pan', 'look', 'poutily', 'hand', 'like', 'shes', 'child', 'truly', 'grotesque', 'benefit', 'movie', 'astonishingly', 'bad', 'get', 'laugh', 'really', 'scary', 'thing', 'majority', 'people', 'watch', 'movie', 'us', 'seem', 'enjoy', 'creepy']",negative,[0. 0. 0. ... 0. 0. 0.]
